id,malware_family,platform,writing_style,description,severity,behaviors,retrieval_queries,candidate_strings,api_calls,registry_keys,mutex_names,domains,yara_template_hint,expected_yara_features,yara_tags
39,rançongiciel,android,description_detaillee,"L'examen comportemental indique que l'échantillon détruit les sauvegardes locales avant le chiffrement. Par ailleurs, il abuse des privilèges d'administrateur de l'appareil pour persister.",critique,impact|persistence|defense_evasion,rançongiciel|malware qui chiffre les fichiers|demande de rançon|rançongiciel android mobile APK,AES-256|.crypt|README_RESTORE.txt|Vos fichiers ont été chiffrés,File.renameTo|Cipher.getInstance|Environment.getExternalStorageDirectory|javax.crypto,,,,shadow_copy_deletion|device_admin_abuse,vssadmin_delete_shadows|DeviceAdminReceiver|File.renameTo|Cipher.getInstance|AES-256|.crypt,rançongiciel|android|critique|shadow_copy_deletion|device_admin_abuse
40,rançongiciel,linux,technique,"L'échantillon dépose une note de rançon exigeant un paiement en cryptomonnaie, planifie son lancement via une entrée crontab, recense la configuration et les logiciels installés.",critique,impact|persistence|discovery,fichiers verrouillés extension|demande de rançon|malware qui chiffre les fichiers|rançongiciel linux,README_RESTORE.txt|Vos fichiers ont été chiffrés|.crypt,readdir|read|open|EVP_EncryptInit_ex,,,,ransom_note|cron_persistence|system_discovery,README_RESTORE.txt|ransom_note_string|crontab_entry|systeminfo_enum|readdir|read|Vos fichiers ont été chiffrés,rançongiciel|linux|critique|ransom_note|cron_persistence|system_discovery
41,rançongiciel,windows,alerte_courte,ALERTE : menace qui utilise une souscription WMI pour se déclencher et énumère les informations système et le domaine.,critique,impact|persistence|discovery,fichiers verrouillés extension|rançongiciel|ransomware AES|rançongiciel windows|chiffrement de fichiers,DECRYPT_INSTRUCTIONS.html|Vos fichiers ont été chiffrés|tor browser|AES-256|!!!READ_ME!!!,FindNextFileW|MoveFileExW|WriteFile,HKCU\Software\Microsoft\Windows\CurrentVersion\RunOnce,Global\CryptoLockerMutex,,encryption|wmi_subscription|system_discovery,AES256|CryptEncrypt|wmi_event_consumer|systeminfo_enum|FindNextFileW|MoveFileExW|DECRYPT_INSTRUCTIONS.html|Vos fichiers ont été chiffrés,rançongiciel|windows|critique|encryption|wmi_subscription|system_discovery
42,rançongiciel,windows,description_detaillee,"Le rapport technique détaille un programme qui dépose une note de rançon exigeant un paiement en cryptomonnaie. Par ailleurs, il assure sa persistance via une clé Run du registre. Par ailleurs, il chiffre les documents bureautiques de la victime.",critique,impact|persistence,demande de rançon|note de rançon bitcoin|rançongiciel windows|chiffrement de fichiers,!!!READ_ME!!!|AES-256|DECRYPT_INSTRUCTIONS.html,CreateFileW|MoveFileExW|WriteFile|CryptGenKey|FindNextFileW,HKLM\System\CurrentControlSet\Services|HKCU\Software\Microsoft\Windows\CurrentVersion\RunOnce,Global\R4ns0mLock,,ransom_note|encryption|registry_persistence,README_RESTORE.txt|ransom_note_string|AES256|CryptEncrypt|HKCU_Run_Key|CreateFileW|MoveFileExW|!!!READ_ME!!!,rançongiciel|windows|critique|ransom_note|encryption|registry_persistence
43,rançongiciel,linux,technique,"L'échantillon détruit les sauvegardes locales avant le chiffrement, détourne les scripts d'initialisation système, crypte les répertoires partagés du système.",critique,impact|persistence,fichiers verrouillés extension|rançongiciel|rançongiciel linux|chiffrement de fichiers,Your files have been encrypted|AES-256|.locked|!!!READ_ME!!!|.crypt,EVP_EncryptInit_ex|rename|opendir|read,,,,encryption|shadow_copy_deletion|rc_local,AES256|EVP_EncryptInit_ex|vssadmin_delete_shadows|rc.local_modification|rename|Your files have been encrypted|AES-256,rançongiciel|linux|critique|encryption|shadow_copy_deletion|rc_local
44,rançongiciel,windows,rapport_analyste,L'implant identifié se réinscrit au démarrage par une clé du registre. Il supprime les clichés instantanés de volume pour empêcher la restauration et laisse un fichier de récupération réclamant une rançon.,critique,impact|persistence,fichiers verrouillés extension|note de rançon bitcoin|rançongiciel|rançongiciel windows,.locked|DECRYPT_INSTRUCTIONS.html|bitcoin|Vos fichiers ont été chiffrés,CryptAcquireContextW|CryptEncrypt|MoveFileExW|CryptGenKey,HKLM\Software\Microsoft\Windows\CurrentVersion\Run|HKCU\Software\Microsoft\Windows\CurrentVersion\RunOnce,Global\CryptoLockerMutex,,shadow_copy_deletion|ransom_note|registry_persistence,vssadmin_delete_shadows|README_RESTORE.txt|ransom_note_string|HKCU_Run_Key|CryptAcquireContextW|CryptEncrypt|.locked|DECRYPT_INSTRUCTIONS.html,rançongiciel|windows|critique|shadow_copy_deletion|ransom_note|registry_persistence
45,rançongiciel,linux,alerte_courte,DÉTECTION : menace qui énumère les informations système et le domaine et présente des instructions de déchiffrement contre paiement.,critique,impact|persistence|discovery,rançongiciel|malware qui chiffre les fichiers|ransomware AES|rançongiciel linux|chiffrement de fichiers,AES-256|.crypt|!!!READ_ME!!!,readdir|open|read|EVP_EncryptInit_ex,,,,encryption|ransom_note|systemd_service|system_discovery,AES256|EVP_EncryptInit_ex|README_RESTORE.txt|ransom_note_string|systemd_unit_file|systeminfo_enum|readdir|open,rançongiciel|linux|critique|encryption|ransom_note|systemd_service|system_discovery
46,rançongiciel,windows,rapport_analyste,Ce logiciel malveillant abonne un événement WMI permanent pour son exécution. Il chiffre les documents bureautiques de la victime et neutralise les points de restauration du système.,critique,impact|persistence,note de rançon bitcoin|demande de rançon|fichiers verrouillés extension|rançongiciel windows|chiffrement de fichiers,bitcoin|.crypt|!!!READ_ME!!!|README_RESTORE.txt|Vos fichiers ont été chiffrés,CryptGenKey|WriteFile|MoveFileExW|FindNextFileW|CryptAcquireContextW,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon|HKLM\Software\Microsoft\Windows\CurrentVersion\Run,Global\LockEncMtx,,shadow_copy_deletion|encryption|wmi_subscription,vssadmin_delete_shadows|AES256|CryptEncrypt|wmi_event_consumer|CryptGenKey|WriteFile|bitcoin|.crypt,rançongiciel|windows|critique|shadow_copy_deletion|encryption|wmi_subscription
47,rançongiciel,windows,technique,"L'échantillon déploie un service système malveillant au démarrage, supprime les clichés instantanés de volume pour empêcher la restauration.",critique,impact|persistence,ransomware AES|demande de rançon|rançongiciel windows,.crypt|!!!READ_ME!!!|README_RESTORE.txt,MoveFileExW|CryptGenKey|WriteFile|FindNextFileW|CryptEncrypt,HKCU\Software\Microsoft\Windows\CurrentVersion\RunOnce,Global\LockEncMtx,,shadow_copy_deletion|windows_service,vssadmin_delete_shadows|service_install_string|MoveFileExW|CryptGenKey|.crypt|!!!READ_ME!!!|HKCU_Run_Key,rançongiciel|windows|critique|shadow_copy_deletion|windows_service
48,rançongiciel,linux,technique,"L'échantillon déploie une unité systemd afin de persister au boot, supprime les clichés instantanés de volume pour empêcher la restauration.",critique,impact|persistence,rançongiciel|fichiers verrouillés extension|ransomware AES|rançongiciel linux,.locked|DECRYPT_INSTRUCTIONS.html|.crypt|!!!READ_ME!!!,write|opendir|rename,,,,shadow_copy_deletion|systemd_service,vssadmin_delete_shadows|systemd_unit_file|write|opendir|.locked|DECRYPT_INSTRUCTIONS.html,rançongiciel|linux|critique|shadow_copy_deletion|systemd_service
49,rançongiciel,windows,alerte_courte,ALERTE : menace qui déploie un service système malveillant au démarrage et affiche une demande de paiement après le chiffrement.,critique,impact|persistence,ransomware AES|malware qui chiffre les fichiers|rançongiciel windows,tor browser|bitcoin|Vos fichiers ont été chiffrés|Your files have been encrypted,MoveFileExW|FindNextFileW|WriteFile|CryptAcquireContextW,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon,Global\R4ns0mLock,,ransom_note|windows_service,README_RESTORE.txt|ransom_note_string|service_install_string|MoveFileExW|FindNextFileW|tor browser|bitcoin|HKCU_Run_Key,rançongiciel|windows|critique|ransom_note|windows_service
50,rançongiciel,linux,reponse_incident,"Lors de l'incident, l'acteur a déployé un outil qui détourne les scripts d'initialisation système, puis dépose une note de rançon exigeant un paiement en cryptomonnaie.",critique,impact|persistence,fichiers verrouillés extension|note de rançon bitcoin|rançongiciel linux,tor browser|Your files have been encrypted|!!!READ_ME!!!,EVP_EncryptInit_ex|open|write,,,,ransom_note|rc_local,README_RESTORE.txt|ransom_note_string|rc.local_modification|EVP_EncryptInit_ex|open|tor browser|Your files have been encrypted,rançongiciel|linux|critique|ransom_note|rc_local
51,rançongiciel,windows,description_detaillee,"Une analyse approfondie montre que la menace détruit les sauvegardes locales avant le chiffrement. Par ailleurs, il dépose une note de rançon exigeant un paiement en cryptomonnaie. Par ailleurs, il assure sa persistance via une clé Run du registre.",critique,impact|persistence,demande de rançon|note de rançon bitcoin|rançongiciel windows,DECRYPT_INSTRUCTIONS.html|.crypt|Vos fichiers ont été chiffrés|!!!READ_ME!!!,CryptAcquireContextW|FindFirstFileW|FindNextFileW|CreateFileW|MoveFileExW,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,Global\CryptoLockerMutex,,ransom_note|shadow_copy_deletion|registry_persistence,README_RESTORE.txt|ransom_note_string|vssadmin_delete_shadows|HKCU_Run_Key|CryptAcquireContextW|FindFirstFileW|DECRYPT_INSTRUCTIONS.html|.crypt,rançongiciel|windows|critique|ransom_note|shadow_copy_deletion|registry_persistence
52,rançongiciel,linux,reponse_incident,"Lors de l'incident, l'acteur a déployé un outil qui détruit les sauvegardes locales avant le chiffrement, puis crypte les répertoires partagés du système, puis modifie /etc/rc.local pour s'exécuter au démarrage.",critique,impact|persistence,malware qui chiffre les fichiers|ransomware AES|rançongiciel linux|chiffrement de fichiers,!!!READ_ME!!!|bitcoin|Your files have been encrypted|tor browser,readdir|rename|read|write,,,,shadow_copy_deletion|encryption|rc_local,vssadmin_delete_shadows|AES256|EVP_EncryptInit_ex|rc.local_modification|readdir|rename|!!!READ_ME!!!|bitcoin,rançongiciel|linux|critique|shadow_copy_deletion|encryption|rc_local
53,rançongiciel,windows,reponse_incident,"Lors de l'incident, l'acteur a déployé un outil qui s'installe comme service Windows pour persister, puis recense la configuration et les logiciels installés, puis rend les données inaccessibles via un chiffrement hybride.",critique,impact|persistence|discovery,demande de rançon|malware qui chiffre les fichiers|rançongiciel windows|chiffrement de fichiers,tor browser|.locked|Your files have been encrypted|.crypt|README_RESTORE.txt,CryptGenKey|CreateFileW|FindFirstFileW|WriteFile|FindNextFileW,HKLM\System\CurrentControlSet\Services|HKCU\Software\Microsoft\Windows\CurrentVersion\RunOnce,Global\CryptoLockerMutex,,encryption|windows_service|system_discovery,AES256|CryptEncrypt|service_install_string|systeminfo_enum|CryptGenKey|CreateFileW|tor browser|.locked,rançongiciel|windows|critique|encryption|windows_service|system_discovery
54,rançongiciel,linux,technique,"L'échantillon crypte les répertoires partagés du système, altère ~/.bashrc pour se relancer à l'ouverture du terminal, supprime les clichés instantanés de volume pour empêcher la restauration.",critique,impact|persistence,note de rançon bitcoin|malware qui chiffre les fichiers|demande de rançon|rançongiciel linux|chiffrement de fichiers,README_RESTORE.txt|bitcoin|.locked,write|opendir|EVP_EncryptInit_ex|read,,,,encryption|shadow_copy_deletion|shell_profile,AES256|EVP_EncryptInit_ex|vssadmin_delete_shadows|bashrc_modification|write|opendir|README_RESTORE.txt|bitcoin,rançongiciel|linux|critique|encryption|shadow_copy_deletion|shell_profile
55,rançongiciel,linux,reponse_incident,L'investigation post-intrusion révèle un composant qui neutralise les points de restauration du système.,critique,impact,malware qui chiffre les fichiers|demande de rançon|rançongiciel linux,!!!READ_ME!!!|README_RESTORE.txt|Vos fichiers ont été chiffrés|Your files have been encrypted|tor browser,read|rename|open|EVP_EncryptInit_ex,,,,shadow_copy_deletion,vssadmin_delete_shadows|read|rename|!!!READ_ME!!!|README_RESTORE.txt,rançongiciel|linux|critique|shadow_copy_deletion
56,rançongiciel,android,rapport_analyste,L'implant identifié recense la configuration et les logiciels installés. Il supprime les clichés instantanés de volume pour empêcher la restauration et verrouille les fichiers utilisateurs à l'aide d'un algorithme symétrique.,critique,impact|discovery,demande de rançon|fichiers verrouillés extension|ransomware AES|rançongiciel android mobile APK|chiffrement de fichiers,Your files have been encrypted|.crypt|.locked|README_RESTORE.txt,Cipher.getInstance|File.renameTo|javax.crypto|Environment.getExternalStorageDirectory,,,,encryption|shadow_copy_deletion|system_discovery,AES256|EVP_EncryptInit_ex|vssadmin_delete_shadows|systeminfo_enum|Cipher.getInstance|File.renameTo|Your files have been encrypted|.crypt,rançongiciel|android|critique|encryption|shadow_copy_deletion|system_discovery
57,rançongiciel,windows,technique,"L'échantillon présente des instructions de déchiffrement contre paiement, se réinscrit au démarrage par une clé du registre, recense la configuration et les logiciels installés.",critique,impact|persistence|discovery,ransomware AES|fichiers verrouillés extension|note de rançon bitcoin|rançongiciel windows,!!!READ_ME!!!|DECRYPT_INSTRUCTIONS.html|bitcoin,MoveFileExW|CryptAcquireContextW|CryptGenKey,HKLM\Software\Microsoft\Windows\CurrentVersion\Run|HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon,Global\LockEncMtx,,ransom_note|registry_persistence|system_discovery,README_RESTORE.txt|ransom_note_string|HKCU_Run_Key|systeminfo_enum|MoveFileExW|CryptAcquireContextW|!!!READ_ME!!!|DECRYPT_INSTRUCTIONS.html,rançongiciel|windows|critique|ransom_note|registry_persistence|system_discovery
58,rançongiciel,android,technique,"L'échantillon présente des instructions de déchiffrement contre paiement, chiffre les documents bureautiques de la victime, abuse des privilèges d'administrateur de l'appareil pour persister.",critique,impact|persistence|defense_evasion,malware qui chiffre les fichiers|note de rançon bitcoin|demande de rançon|rançongiciel android mobile APK|chiffrement de fichiers,.locked|!!!READ_ME!!!|bitcoin,File.renameTo|Environment.getExternalStorageDirectory|javax.crypto|Cipher.getInstance,,,,ransom_note|encryption|device_admin_abuse,README_RESTORE.txt|ransom_note_string|AES256|EVP_EncryptInit_ex|DeviceAdminReceiver|File.renameTo|Environment.getExternalStorageDirectory|.locked,rançongiciel|android|critique|ransom_note|encryption|device_admin_abuse
59,rançongiciel,android,reponse_incident,"Lors de l'incident, l'acteur a déployé un outil qui verrouille les fichiers utilisateurs à l'aide d'un algorithme symétrique, puis abuse des privilèges d'administrateur de l'appareil pour persister, puis supprime les clichés instantanés de volume pour empêcher la restauration.",critique,impact|persistence|defense_evasion,ransomware AES|note de rançon bitcoin|demande de rançon|rançongiciel android mobile APK|chiffrement de fichiers,Your files have been encrypted|!!!READ_ME!!!|Vos fichiers ont été chiffrés,javax.crypto|File.renameTo|Cipher.getInstance|Environment.getExternalStorageDirectory,,,,shadow_copy_deletion|encryption|device_admin_abuse,vssadmin_delete_shadows|AES256|EVP_EncryptInit_ex|DeviceAdminReceiver|javax.crypto|File.renameTo|Your files have been encrypted|!!!READ_ME!!!,rançongiciel|android|critique|shadow_copy_deletion|encryption|device_admin_abuse
